Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_808	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Adlerbacteria	NA	NA	NA
ASV_809	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	HdN1	NA
ASV_810	Bacteria	NA	NA	NA	NA	NA	NA
ASV_811	Bacteria	NA	NA	NA	NA	NA	NA
ASV_812	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA
ASV_813	Bacteria	Planctomycetota	Planctomycetes	NA	NA	NA	NA
ASV_814	Bacteria	FCPU426	NA	NA	NA	NA	NA
ASV_815	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	cvE6	NA	NA
ASV_816	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42	NA
ASV_817	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV_818	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia	sedimentorum
ASV_819	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Staskawiczbacteria	NA	NA	NA
ASV_820	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA	NA
ASV_821	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	NA
ASV_822	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
ASV_823	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA	NA
ASV_824	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	NA	NA	NA
ASV_825	Bacteria	Firmicutes	Bacilli	NA	NA	NA	NA
ASV_826	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Schlesneriaceae	Planctopirus	NA
ASV_827	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Leucobacter	komagatae
ASV_828	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_829	Bacteria	Planctomycetota	Planctomycetes	NA	NA	NA	NA
ASV_830	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA	NA
ASV_831	Bacteria	Cyanobacteria	Cyanobacteriia	NA	NA	NA	NA
ASV_832	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Amphiplicatus	NA
ASV_833	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage	NA
ASV_834	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_835	Bacteria	Acidobacteriota	Blastocatellia	11-24	NA	NA	NA
ASV_836	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_837	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	NA	NA
ASV_838	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA
ASV_839	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NA	NA
ASV_840	Bacteria	NA	NA	NA	NA	NA	NA
ASV_841	Bacteria	NA	NA	NA	NA	NA	NA
ASV_842	Bacteria	Acidobacteriota	Acidobacteriae	AKIW659	NA	NA	NA
ASV_843	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Calothrix_PCC-6303	NA
ASV_844	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA
ASV_845	Bacteria	NA	NA	NA	NA	NA	NA
ASV_846	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Rhizorhapis	NA
ASV_847	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	NA	NA	NA
ASV_848	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	LiUU-11-161	NA	NA
ASV_849	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae	Phormidesmis_ANT.LACV5.1	NA
ASV_850	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	soli
ASV_851	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA
ASV_852	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5)_clade	NA
ASV_853	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	NA
ASV_854	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV_855	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	NA
ASV_856	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	NA
ASV_857	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA
ASV_858	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	Ardenticatenaceae	NA	NA
ASV_859	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	NA	NA	NA
ASV_860	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_861	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_862	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	NA
ASV_863	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA
ASV_864	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	NA
ASV_865	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
ASV_866	Bacteria	NA	NA	NA	NA	NA	NA
ASV_867	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_868	Bacteria	NA	NA	NA	NA	NA	NA
ASV_869	Bacteria	Patescibacteria	Parcubacteria	Paceibacterales	Paceibacteraceae	Candidatus_Paceibacter	NA
ASV_870	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	melaninogenica
ASV_871	Bacteria	NA	NA	NA	NA	NA	NA
ASV_872	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriae_or	Acidobacteriae_fa	Paludibaculum	NA
ASV_873	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Yanofskybacteria	NA	NA	NA
ASV_874	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_UCG-001	NA
ASV_875	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA	NA
ASV_876	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	possible_genus_04	NA
ASV_877	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	NA	NA	NA
ASV_878	Bacteria	NA	NA	NA	NA	NA	NA
ASV_879	Bacteria	NA	NA	NA	NA	NA	NA
ASV_880	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA	NA
ASV_881	Bacteria	NA	NA	NA	NA	NA	NA
ASV_882	Bacteria	NA	NA	NA	NA	NA	NA
ASV_883	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	NA
ASV_884	Bacteria	Firmicutes	Thermoanaerobacteria	Thermoanaerobacterales	Family_III	Thermoanaerobacterium	NA
ASV_885	Bacteria	Patescibacteria	ABY1	NA	NA	NA	NA
ASV_886	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV_887	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA
ASV_888	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	S15A-MN91	NA	NA
ASV_889	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	NA	NA	NA
ASV_890	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_891	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	NA
ASV_892	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_893	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	NA
ASV_894	Bacteria	Patescibacteria	ABY1	Candidatus_Magasanikbacteria	NA	NA	NA
ASV_895	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	NA
ASV_896	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_897	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter	NA
ASV_898	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
ASV_899	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Pyxidicoccus	NA
ASV_900	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA
ASV_901	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV_902	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus_Protochlamydia	NA
ASV_903	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA
ASV_904	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Cyanobium_PCC-6307	NA
ASV_905	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA
ASV_906	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV_907	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	NA
ASV_908	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus	NA
ASV_909	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
ASV_910	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	NA
ASV_911	NA	NA	NA	NA	NA	NA	NA
ASV_912	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Bacteriovorax	NA
ASV_913	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_914	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA
ASV_915	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_916	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter	NA
ASV_917	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Arcicella	NA
ASV_918	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_919	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV_920	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_921	Bacteria	MBNT15	NA	NA	NA	NA	NA
ASV_922	Bacteria	NA	NA	NA	NA	NA	NA
ASV_923	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_924	Bacteria	Planctomycetota	vadinHA49	NA	NA	NA	NA
ASV_925	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	NA	NA
ASV_926	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
ASV_927	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NA	NA
ASV_928	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	NA	NA	NA
ASV_929	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_930	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA
ASV_931	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA
ASV_932	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Haliscomenobacter	NA
ASV_933	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	NA	NA
ASV_934	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA
ASV_935	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	NA	NA
ASV_936	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA	NA
ASV_937	Bacteria	NA	NA	NA	NA	NA	NA
ASV_938	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	NA	NA	NA
ASV_939	NA	NA	NA	NA	NA	NA	NA
ASV_940	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	NA
ASV_941	Bacteria	WPS-2	NA	NA	NA	NA	NA
ASV_942	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	NA	NA	NA
ASV_943	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
ASV_944	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	NA
ASV_945	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus	NA
ASV_946	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Longilinea	NA
ASV_947	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Brachymonas	NA
ASV_948	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	NA
